vehicle_num,achr,achr_percent,average_delay_ms
10,0.6305831733924363,63.05831733924363,45.92216458623547
20,0.5097437678373175,50.97437678373174,51.64614532104116
30,0.4423732648219062,44.23732648219062,53.83476517971969
40,0.4387441752755835,43.87441752755835,54.23023761904994
50,0.4152457302787078,41.52457302787078,55.14520873666601
