method,method_label,model_name,agent_description,rsu_cache_capacity,mrsu_cache_capacity,frsu_cache_capacity,seed_count,seeds,achr_mean,local_rsu_achr_mean,achr_std,achr_min,achr_max,average_delay_ms_mean,average_delay_ms_std,latency_request_count_mean,excluded_not_covered_request_count_mean,mrsu_average_delay_ms_mean,frsu_average_delay_ms_mean,mbs_average_delay_ms_mean,mrsu_average_rate_mbps_mean,frsu_average_rate_mbps_mean,mbs_average_rate_mbps_mean,average_service_distance_m_mean,mrsu_average_distance_m_mean,frsu_average_distance_m_mean,mbs_average_distance_m_mean,mrsu_hit_count_mean,frsu_hit_count_mean,mbs_miss_count_mean,not_covered_count_mean,not_cached_count_mean,cache_update_count_mean
da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),50,50,50,1,7,0.20603152448523745,0.2698443205842783,0.0,0.20603152448523745,0.20603152448523745,57.43079748594134,0.0,5203.0,1605.0,29.34009192349946,30.679123343256165,67.58989771858201,30.171532232947477,29.0323476475812,34.117377164317716,189.79554652624532,101.26292775977183,127.651778284493,218.13153812062012,773.0,631.0,5404.0,1605.0,3799.0,9.0
da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),100,100,100,1,7,0.2894532668792581,0.3819202477739063,0.0,0.2894532668792581,0.2894532668792581,53.13039806386408,0.0,5166.0,1642.0,29.11293962665968,30.787382175812958,67.58673351894548,30.417827959832966,28.911530863293304,34.067108208180436,176.53759348502498,97.34568633793582,129.69930150129971,218.04414935300528,1240.0,733.0,4835.0,1642.0,3193.0,9.0
da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),150,150,150,1,7,0.3803872321090579,0.5035943267923062,0.0,0.3803872321090579,0.3803872321090579,48.40648573086684,0.0,5147.0,1661.0,29.101601413457512,30.603067339775702,67.50493889316031,30.577971293537896,29.21270819832108,34.13420375029702,162.06042756010928,98.72664963988669,128.1757877286438,216.77929846806026,1765.0,827.0,4216.0,1661.0,2555.0,10.0
da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),200,200,200,1,7,0.4281734899816779,0.5691437487809635,0.0,0.4281734899816779,0.4281734899816779,45.89117411625488,0.0,5127.0,1681.0,29.0895118774381,30.656938876272033,67.46036706641092,30.60148267886576,29.150059921786795,34.290508315953005,154.6507006885948,98.77129223812427,129.25763965042754,216.30649144832037,2037.0,881.0,3890.0,1681.0,2209.0,9.0
da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),250,250,250,1,7,0.47147494889090724,0.6259497369959088,0.0,0.47147494889090724,0.47147494889090724,43.765654055608096,0.0,5133.0,1675.0,29.150125485747964,30.752261567245657,67.38938177095338,30.39391426214456,29.037015461247485,34.35817594968827,148.48969152366598,98.70567677858381,130.6539959872884,215.16037911077245,2213.0,1000.0,3595.0,1675.0,1920.0,8.0
da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),300,300,300,1,7,0.5104123097982555,0.677576466004286,0.0,0.5104123097982555,0.5104123097982555,41.883657046560806,0.0,5133.0,1675.0,29.065645607866465,30.771928781114266,67.67129332789473,30.49441414951185,29.02066850781941,33.961589727378666,144.04744654638412,97.45184305439983,130.91285020671958,219.4253836885502,2363.0,1115.0,3330.0,1675.0,1655.0,9.0
da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),350,350,350,1,7,0.5418082997802024,0.719267484901617,0.0,0.5418082997802024,0.5418082997802024,40.292435972407425,0.0,5133.0,1675.0,29.03781282086044,30.86587521342339,67.59807471639114,30.539202072552953,28.938104530459295,34.05185641076944,139.5548362003575,97.20299097797329,132.79402881043674,218.27809847314836,2486.0,1206.0,3116.0,1675.0,1441.0,10.0
da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),400,400,400,1,7,0.5685641526321573,0.7547243327488798,0.0,0.5685641526321573,0.5685641526321573,38.86153942450337,0.0,5133.0,1675.0,29.006428232338607,30.885246482260925,67.3013752535696,30.567196812130028,28.95169521663456,34.556660554351296,134.47166717336555,96.53239723327323,133.51394103262547,214.11347966688086,2611.0,1263.0,2934.0,1675.0,1259.0,9.0
