seed,average_chr,average_local_rsu_chr,method,method_label,rsu_cache_capacity,mrsu_cache_capacity,frsu_cache_capacity,round,physical_tick_start,physical_tick_end,decision_interval_ticks,chr,local_rsu_chr,round_delay_ms,average_delay_ms,latency_scope,latency_request_count,excluded_not_covered_request_count,mrsu_average_delay_ms,frsu_average_delay_ms,mbs_average_delay_ms,mrsu_average_rate_mbps,frsu_average_rate_mbps,mbs_average_rate_mbps,average_service_distance_m,mrsu_average_distance_m,frsu_average_distance_m,mbs_average_distance_m,mrsu_latency_request_count,frsu_latency_request_count,mbs_latency_request_count,request_count,hit_count,mrsu_hit_count,frsu_hit_count,mbs_miss_count,not_covered_count,not_cached_count,mrsu_position,mrsu_speed,mrsu_covered_count,frsu_covered_count,selected_hotspot_position,motion_policy,path_plan_status,path_plan_solver,decision_request_count,decision_request_source,evaluation_request_count,evaluation_request_source,uses_miss_feedback,cache_update_count,direct_llm_fallback,direct_cache_rank_limit,direct_llm_mrsu_rank_length,direct_llm_frsu_rank_length
42,0.1986135036881262,0.33210332103321033,direct_llm,Direct LLM,100,100,100,4,40,49,10,0.33382789317507416,0.40394973070017953,47.29128553655699,54.96185676703137,rsu_covered_requests_only,557,117,28.35687660361112,29.704202310580246,59.86361434579434,31.336065630035062,29.621557926864657,43.601083281384746,97.31855475349887,86.72848447096118,106.00148790005056,100.78028244659907,161,64,332,674,225,161,64,449,117,332,550.0,3.0,38,40,450.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,674,current_service_window_true_requests,True,0,False,400,400,400
42,0.1986135036881262,0.33210332103321033,direct_llm,Direct LLM,100,100,100,5,50,59,10,0.34026745913818723,0.39482758620689656,52.47851613199682,54.96185676703137,rsu_covered_requests_only,580,93,31.728860698518577,32.734731148084975,65.87275422825948,27.320433923804178,26.50482590077845,33.7751681591244,170.09321696251115,137.42563039939213,159.38845227985485,188.27765066316965,179,50,351,673,229,179,50,444,93,351,560.0,1.0,42,42,650.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,673,current_service_window_true_requests,True,0,False,400,400,400
42,0.1986135036881262,0.33210332103321033,direct_llm,Direct LLM,100,100,100,6,60,69,10,0.28717201166180756,0.38104448742746616,55.85752934999093,54.96185676703137,rsu_covered_requests_only,517,169,32.09853863247656,31.710720772352143,70.5289994505376,27.086408330752135,27.78375890133874,29.173865862031555,218.8745629395863,148.05260209586157,146.66549284406096,262.6347170912437,160,37,320,686,197,160,37,489,169,320,610.0,5.0,37,29,650.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,686,current_service_window_true_requests,True,0,False,400,400,400
42,0.1986135036881262,0.33210332103321033,direct_llm,Direct LLM,100,100,100,7,70,79,10,0.16472303206997085,0.3413897280966767,59.72668146386577,54.96185676703137,rsu_covered_requests_only,331,355,31.56142942181135,31.968604618517247,74.29248112997331,27.402476305022834,26.83437935715503,25.367959329718833,256.5836724989251,135.83399867089253,139.2032302018593,318.8959063292475,95,18,218,686,113,95,18,573,355,218,700.0,9.0,23,16,750.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,686,current_service_window_true_requests,True,0,False,400,400,400
42,0.1986135036881262,0.33210332103321033,direct_llm,Direct LLM,100,100,100,8,80,89,10,0.11842105263157894,0.28825622775800713,58.81435751822053,54.96185676703137,rsu_covered_requests_only,281,403,30.748537161912303,31.200553783255092,70.1380731834978,28.53014225726072,28.296419920964468,31.857407952357498,220.29552861487971,124.79328210508139,134.8166085295666,258.0217224410219,62,19,200,684,81,62,19,603,403,200,830.0,13.0,17,12,900.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,684,current_service_window_true_requests,True,0,False,400,400,400
42,0.1986135036881262,0.33210332103321033,direct_llm,Direct LLM,100,100,100,9,90,99,10,0.1134020618556701,0.18377088305489261,61.071839551197854,54.96185676703137,rsu_covered_requests_only,419,260,31.108605908994406,31.74496834876115,67.77701211486685,28.05951990353728,27.09870628553173,32.02050181692724,200.60446363265004,129.09483683297927,134.520179564071,216.35558563116064,55,22,342,679,77,55,22,602,260,342,950.0,12.0,15,21,100.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,679,current_service_window_true_requests,True,0,False,400,400,400
42,0.2744911473280817,0.3589004229142637,direct_llm,Direct LLM,150,150,150,0,0,9,10,0.16936671575846834,0.286783042394015,59.78845045554646,55.075017682703475,rsu_covered_requests_only,401,278,33.56933846695879,30.58013460104438,70.62374971055759,25.360371275315174,28.17404003917519,30.36379386416109,232.13107497968156,171.0005835297616,112.43966797074033,262.4447538342039,87,28,286,679,115,87,28,564,278,286,210.0,11.0,10,17,750.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,679,current_service_window_true_requests,True,0,False,400,400,400
42,0.2744911473280817,0.3589004229142637,direct_llm,Direct LLM,150,150,150,1,10,19,10,0.1537313432835821,0.2877094972067039,60.47159475151212,55.075017682703475,rsu_covered_requests_only,358,312,33.25507362942759,34.69205390702532,71.33532466990411,25.67669033596273,24.471063956094188,25.748798699218774,244.46806144803114,166.31281716288447,198.8961261295155,273.0977636250413,80,23,255,670,103,80,23,567,312,255,360.0,15.0,11,13,0.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,670,current_service_window_true_requests,True,0,False,400,400,400
42,0.2744911473280817,0.3589004229142637,direct_llm,Direct LLM,150,150,150,2,20,29,10,0.16444444444444445,0.42045454545454547,50.663391527354975,55.075017682703475,rsu_covered_requests_only,264,411,31.232295043288435,34.65175633945409,64.55931674347194,27.626651191400676,24.50097911068068,33.50195790533444,152.24431013071649,128.46839022792082,200.0,165.28576517164197,102,9,153,675,111,102,9,564,411,153,470.0,11.0,15,13,100.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,675,current_service_window_true_requests,True,0,False,400,400,400
42,0.2744911473280817,0.3589004229142637,direct_llm,Direct LLM,150,150,150,3,30,39,10,0.274310595065312,0.40298507462686567,48.12273758702981,55.075017682703475,rsu_covered_requests_only,469,220,30.882570190665582,28.283430254998155,60.418918206119905,28.684570075447553,30.934424901954014,41.06687409432558,107.16849474139609,128.76173621889242,79.25094726195934,105.14757822959407,118,71,280,689,189,118,71,500,220,280,620.0,15.0,18,33,250.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,689,current_service_window_true_requests,True,0,False,400,400,400
42,0.2744911473280817,0.3589004229142637,direct_llm,Direct LLM,150,150,150,4,40,49,10,0.327893175074184,0.39676840215439857,47.28435922612871,55.075017682703475,rsu_covered_requests_only,557,117,29.802125917021474,29.68153819754853,58.81503145334831,30.167089642882747,29.548984809864837,46.51733828376374,96.72635542165396,112.63460146712177,103.81049174527442,88.60023455616594,132,89,336,674,221,132,89,453,117,336,750.0,13.0,20,40,450.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,674,current_service_window_true_requests,True,0,False,400,400,399
42,0.2744911473280817,0.3589004229142637,direct_llm,Direct LLM,150,150,150,5,50,59,10,0.3135215453194651,0.3354531001589825,54.28082680478743,55.075017682703475,rsu_covered_requests_only,629,44,30.92767667499597,32.57807504991939,65.78091196272186,28.399717913836493,26.73883406768464,34.74927553888241,170.6587144228192,127.6203202509188,157.71795338146927,187.12755162794073,138,73,418,673,211,138,73,462,44,418,920.0,17.0,21,42,600.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,673,current_service_window_true_requests,True,0,False,400,400,400
42,0.2744911473280817,0.3589004229142637,direct_llm,Direct LLM,150,150,150,6,60,69,10,0.2915451895043732,0.3003003003003003,58.96609257920431,55.075017682703475,rsu_covered_requests_only,666,20,30.28199185131744,31.983809924385923,71.07235509741362,29.104635786320827,27.444383525708144,28.81656723144173,226.1405474261743,116.46599732046194,149.24047356904347,269.2726061197835,144,56,466,686,200,144,56,486,20,466,50.0,13.0,20,29,650.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,686,current_service_window_true_requests,True,0,False,400,400,400
42,0.2744911473280817,0.3589004229142637,direct_llm,Direct LLM,150,150,150,7,70,79,10,0.3236151603498542,0.3463338533541342,61.38141600062191,55.075017682703475,rsu_covered_requests_only,641,45,31.19289984160031,32.53485787438479,77.28660875094371,28.166834826831654,26.3427149847233,22.98842295980756,282.09610184408575,129.85841370828697,148.10320678098884,361.53742060330217,194,28,419,686,222,194,28,464,45,419,150.0,10.0,31,16,750.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,686,current_service_window_true_requests,True,0,False,400,400,400
42,0.2744911473280817,0.3589004229142637,direct_llm,Direct LLM,150,150,150,8,80,89,10,0.3435672514619883,0.3833605220228385,57.11405775440706,55.075017682703475,rsu_covered_requests_only,613,71,29.495657764877855,33.76820359610347,73.94513612108058,29.84857712613348,25.29758325645891,25.51696942921551,235.7465092859902,100.75599384709065,175.81733493473658,313.71193493549293,205,30,378,684,235,205,30,449,71,378,210.0,6.0,36,12,900.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,684,current_service_window_true_requests,True,0,False,400,400,400
42,0.2744911473280817,0.3589004229142637,direct_llm,Direct LLM,150,150,150,9,90,99,10,0.38291605301914583,0.4304635761589404,51.032603101662374,55.075017682703475,rsu_covered_requests_only,604,75,27.42254750423842,31.98874413214296,68.41282860559717,33.12140182113703,26.86768164818729,29.163232998125242,165.72497994241255,80.56111662767466,137.91125814888014,224.25797269994064,225,35,344,679,260,225,35,419,75,344,250.0,4.0,40,21,100.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,679,current_service_window_true_requests,True,0,False,400,400,400
42,0.29283283295083856,0.39469517022961204,direct_llm,Direct LLM,200,200,200,0,0,9,10,0.07216494845360824,0.2149122807017544,57.13252717643801,52.68830060858539,rsu_covered_requests_only,228,451,34.6645653177253,30.327255556596246,64.22797528683441,24.49137137501975,28.378322961852675,36.30771001732558,156.34899403398313,200.0,108.04984332053316,164.43366899579533,10,39,179,679,49,10,39,630,451,179,290.0,19.0,1,17,750.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,679,current_service_window_true_requests,True,0,False,400,400,400
42,0.29283283295083856,0.39469517022961204,direct_llm,Direct LLM,200,200,200,1,10,19,10,0.0626865671641791,0.2692307692307692,60.23633997340541,52.68830060858539,rsu_covered_requests_only,156,514,34.22145595314364,34.56619431150498,69.72400226624252,24.82867322127054,24.56556427625588,27.028175492127456,234.77605647726216,190.33902288306408,199.20659065558925,248.65845333897718,10,32,114,670,42,10,32,628,514,114,500.0,21.0,2,13,0.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,670,current_service_window_true_requests,True,0,False,400,400,400
42,0.29283283295083856,0.39469517022961204,direct_llm,Direct LLM,200,200,200,2,20,29,10,0.16,0.34838709677419355,54.90396076141366,52.68830060858539,rsu_covered_requests_only,310,365,31.865088184478413,32.36672260567265,67.09264020897261,26.83712456954715,26.493748551362952,31.4917773385294,183.491184654593,135.14661208969918,148.77578921092203,205.83027686600366,56,52,202,675,108,56,52,567,365,202,750.0,25.0,10,13,100.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,675,current_service_window_true_requests,True,0,False,400,400,400
42,0.29283283295083856,0.39469517022961204,direct_llm,Direct LLM,200,200,200,3,30,39,10,0.25834542815674894,0.28434504792332266,53.11829440137861,52.68830060858539,rsu_covered_requests_only,626,63,26.30829459703419,28.435115987971127,63.3004922751968,33.7922401595563,30.75111604829242,38.85363140430639,127.16115878733358,56.80261487746741,80.30941261695311,149.92153342962618,79,99,448,689,178,79,99,511,63,448,40.0,29.0,13,33,250.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,689,current_service_window_true_requests,True,0,False,400,400,400
42,0.29283283295083856,0.39469517022961204,direct_llm,Direct LLM,200,200,200,4,40,49,10,0.14540059347181009,0.14540059347181009,58.075857329732095,52.68830060858539,rsu_covered_requests_only,674,0,29.87175675018644,28.633753897372586,63.027072710539834,30.01490764002588,30.91488900124799,38.973653155149435,139.95799836133267,114.70751036331338,89.29942503583159,147.385987739904,27,71,576,674,98,27,71,576,0,576,340.0,30.0,28,40,450.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,674,current_service_window_true_requests,True,0,False,400,400,400
42,0.29283283295083856,0.39469517022961204,direct_llm,Direct LLM,200,200,200,5,50,59,10,0.5170876671619614,0.6,45.167383472789815,52.68830060858539,rsu_covered_requests_only,580,93,30.353594905611953,32.60663985698961,66.39750345700264,28.771219411787598,26.71987492653692,32.70517923395137,154.1621011615759,113.20780487927821,159.04543910523418,195.4407926063693,246,102,232,673,348,246,102,325,93,232,600.0,26.0,38,42,650.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,673,current_service_window_true_requests,True,0,False,400,400,400
42,0.29283283295083856,0.39469517022961204,direct_llm,Direct LLM,200,200,200,6,60,69,10,0.45918367346938777,0.5497382198952879,47.27888262441731,52.68830060858539,rsu_covered_requests_only,573,113,27.837388520235333,32.01340816266386,69.78544522128846,31.67261737938184,27.363690075238093,31.264459049430403,165.00729586559683,75.54610817406258,149.76087097341286,252.3714514860723,239,76,258,686,315,239,76,371,113,258,820.0,22.0,35,29,700.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,686,current_service_window_true_requests,True,0,False,400,400,400
42,0.29283283295083856,0.39469517022961204,direct_llm,Direct LLM,200,200,200,7,70,79,10,0.4067055393586006,0.4492753623188406,55.457962959204465,52.68830060858539,rsu_covered_requests_only,621,65,27.17987409701337,32.437954819459826,77.89657548239455,32.868066403373184,26.43084980639456,22.784904655418153,241.610909516826,72.57048079932733,145.9947957058604,370.70998174201395,238,41,342,686,279,238,41,407,65,342,0.0,18.0,36,16,750.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,686,current_service_window_true_requests,True,0,False,400,400,382
42,0.29283283295083856,0.39469517022961204,direct_llm,Direct LLM,200,200,200,8,80,89,10,0.4108187134502924,0.4162962962962963,54.82949334285836,52.68830060858539,rsu_covered_requests_only,675,9,27.375471165748785,31.36440206024141,73.96418185151349,32.33726192999162,28.155503293934586,26.142952441575577,216.5626094647456,70.68753575162435,135.89244604220642,313.31864921246506,237,44,394,684,281,237,44,403,9,394,140.0,14.0,37,12,900.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,684,current_service_window_true_requests,True,0,False,400,400,400
42,0.29283283295083856,0.39469517022961204,direct_llm,Direct LLM,200,200,200,9,90,99,10,0.43593519882179677,0.4860426929392447,48.61349147594256,52.68830060858539,rsu_covered_requests_only,609,70,27.26433932313854,32.39629435904269,67.96690786699328,33.09651930627697,26.501335636445713,30.480985698359465,155.38662349102697,76.20956893802853,146.15222150165394,218.8669201905242,245,51,313,679,296,245,51,383,70,313,240.0,10.0,38,21,100.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,679,current_service_window_true_requests,True,0,False,400,400,400
42,0.28490035288016147,0.4360648356596128,direct_llm,Direct LLM,250,250,250,0,0,9,10,0.22974963181148747,0.38902743142144636,55.768704517481076,51.36880238152247,rsu_covered_requests_only,401,278,33.591277804354974,30.04255015550641,70.61407165907333,25.34312625840358,28.671249069816323,30.31797105901242,218.39042660062879,171.53432854425674,101.67860329627857,262.4816003116204,106,50,245,679,156,106,50,523,278,245,210.0,11.0,10,17,750.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,679,current_service_window_true_requests,True,0,False,400,400,400
42,0.28490035288016147,0.4360648356596128,direct_llm,Direct LLM,250,250,250,1,10,19,10,0.21791044776119403,0.40782122905027934,55.90967257932874,51.36880238152247,rsu_covered_requests_only,358,312,33.27022237570617,34.703685532579,71.21700407527325,25.664369374213436,24.462291763755328,25.84726097249698,232.36393531738923,166.66684505736472,199.1939968564716,271.1640994796585,104,42,212,670,146,104,42,524,312,212,360.0,15.0,11,13,0.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,670,current_service_window_true_requests,True,0,False,400,400,400
42,0.28490035288016147,0.4360648356596128,direct_llm,Direct LLM,250,250,250,2,20,29,10,0.18962962962962962,0.6066350710900474,45.78731807838134,51.36880238152247,rsu_covered_requests_only,211,464,33.40874389363621,32.47109389365402,65.36293790544893,25.51990611462636,26.378566944241857,32.9306920330444,170.69338260638148,171.97105140147548,152.38670796300914,178.86910745074312,85,43,83,675,128,85,43,547,464,83,550.0,19.0,9,13,100.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,675,current_service_window_true_requests,True,0,False,400,400,400
42,0.28490035288016147,0.4360648356596128,direct_llm,Direct LLM,250,250,250,3,30,39,10,0.35123367198838895,0.5148936170212766,44.25629262096927,51.36880238152247,rsu_covered_requests_only,470,219,34.48742364023774,28.97105475454431,59.41553530826897,24.633808839440245,30.154777115283604,43.31152223037843,100.4089249478632,191.5032917198988,89.89807522669587,91.95715348655428,44,198,228,689,242,44,198,447,219,228,780.0,23.0,6,33,250.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,689,current_service_window_true_requests,True,0,False,400,400,400
42,0.28490035288016147,0.4360648356596128,direct_llm,Direct LLM,250,250,250,4,40,49,10,0.30712166172106825,0.3194444444444444,51.35523632239908,51.36880238152247,rsu_covered_requests_only,648,26,31.925320110273617,29.619334827857646,61.23883384426462,26.89654910019029,29.552461642813036,42.12468166709907,118.62567850578968,135.5267714936579,100.94050901203157,122.14283967093417,61,146,441,674,207,61,146,467,26,441,50.0,27.0,10,40,450.0,direct_llm_motion,direct_llm_no_qp_planner,none,680,strict_direct_predicted_history_feedback_signal,674,current_service_window_true_requests,True,0,False,400,400,399
