seed,average_chr,average_local_rsu_chr,method,method_label,rsu_cache_capacity,mrsu_cache_capacity,frsu_cache_capacity,round,physical_tick_start,physical_tick_end,decision_interval_ticks,chr,local_rsu_chr,round_delay_ms,average_delay_ms,latency_scope,latency_request_count,excluded_not_covered_request_count,mrsu_average_delay_ms,frsu_average_delay_ms,mbs_average_delay_ms,mrsu_average_rate_mbps,frsu_average_rate_mbps,mbs_average_rate_mbps,average_service_distance_m,mrsu_average_distance_m,frsu_average_distance_m,mbs_average_distance_m,mrsu_latency_request_count,frsu_latency_request_count,mbs_latency_request_count,request_count,hit_count,mrsu_hit_count,frsu_hit_count,mbs_miss_count,not_covered_count,not_cached_count,mrsu_position,mrsu_speed,mrsu_covered_count,frsu_covered_count,selected_hotspot_id,selected_hotspot_position,lambda_smooth,path_plan_status,path_plan_solver,decision_request_count,evaluation_request_count,decision_request_source,uses_proposed_miss_feedback,decision_policy,fallback_to_topk,fallback_reason,solver_status
7,0.22176092309522732,0.3037185929648241,thompson_sampling,Thompson Sampling,100,100,100,0,0,9,10,0.07566765578635015,0.13110539845758354,65.44610861035684,56.17135412340024,rsu_covered_requests_only,389,285,25.928157167971417,33.707846787331,70.64932093616392,34.77017993355719,25.281148686345176,27.550259787888972,244.83440340780385,62.57763698953655,174.90852166702032,261.36746817991826,18,33,338,674,51,18,33,623,285,338,363.15937149270485,30.0,16,25,6,650.0,1.5723529411764705,fallback: No module named 'cvxpy',heuristic,680,674,predicted_history_signal_no_proposed_feedback,False,thompson_hotspot,,,
7,0.22176092309522732,0.3037185929648241,thompson_sampling,Thompson Sampling,100,100,100,1,10,19,10,0.05,0.21935483870967742,48.34290983223435,56.17135412340024,rsu_covered_requests_only,155,525,32.68880823758765,23.46347631094118,54.037704022077136,26.155952183295042,38.531275723232056,59.29651005999854,45.25277837741986,156.60691596564416,31.37894362007736,31.557198640849688,17,17,121,680,34,17,17,646,525,121,663.1593714927048,30.0,12,12,2,850.0,1.362304581765366,fallback: No module named 'cvxpy',heuristic,680,680,predicted_history_signal_no_proposed_feedback,False,thompson_hotspot,,,
7,0.22176092309522732,0.3037185929648241,thompson_sampling,Thompson Sampling,100,100,100,2,20,29,10,0.18777292576419213,0.25244618395303325,57.499820468711846,56.17135412340024,rsu_covered_requests_only,511,176,34.05413057491645,31.589609166316574,65.92702253043697,25.006266559464535,27.220839465140457,32.829045072648846,176.9237661642615,181.2745123004762,130.48638541024957,185.95783886781183,50,79,382,687,129,50,79,558,176,382,963.1593714927048,30.0,20,29,2,150.0,1.3696575229418366,fallback: No module named 'cvxpy',heuristic,680,687,predicted_history_signal_no_proposed_feedback,False,thompson_hotspot,,,
7,0.22176092309522732,0.3037185929648241,thompson_sampling,Thompson Sampling,100,100,100,3,30,39,10,0.27514792899408286,0.2897196261682243,51.96566028954342,56.17135412340024,rsu_covered_requests_only,642,34,29.101149066218856,28.60899864684147,61.43335939585221,30.072800950468448,32.44600624061496,45.19391286702607,123.41661951280163,90.72098945095327,106.87545052621849,132.1121300186,55,131,456,676,186,55,131,490,34,456,263.15937149270485,30.0,21,43,6,500.0,1.486128111177131,fallback: No module named 'cvxpy',heuristic,680,676,predicted_history_signal_no_proposed_feedback,False,thompson_hotspot,,,
7,0.22176092309522732,0.3037185929648241,thompson_sampling,Thompson Sampling,100,100,100,4,40,49,10,0.2657856093979442,0.3428030303030303,50.84627309219159,56.17135412340024,rsu_covered_requests_only,528,153,28.309137218791335,31.617673315349567,61.886853454853195,31.730358657627246,28.411975665428507,44.572412504945504,130.4842913109446,87.20637226497398,149.59226529553098,139.57466989892416,106,75,347,681,181,106,75,500,153,347,563.1593714927048,30.0,32,38,6,650.0,1.2970104641183071,fallback: No module named 'cvxpy',heuristic,680,681,predicted_history_signal_no_proposed_feedback,False,thompson_hotspot,,,
7,0.22176092309522732,0.3037185929648241,thompson_sampling,Thompson Sampling,100,100,100,5,50,59,10,0.32748538011695905,0.34890965732087226,58.794320888428125,56.17135412340024,rsu_covered_requests_only,642,42,30.172749970874104,33.170729520856916,73.85248041733428,29.589609035638496,26.10384412553133,25.968934873476332,246.07647967184238,118.80904288230454,167.78769973583348,309.70743235980615,185,39,418,684,224,185,39,460,42,418,863.1593714927048,30.0,43,31,7,500.0,2.0164222288241893,fallback: No module named 'cvxpy',heuristic,680,684,predicted_history_signal_no_proposed_feedback,False,thompson_hotspot,,,
7,0.22176092309522732,0.3037185929648241,thompson_sampling,Thompson Sampling,100,100,100,6,60,69,10,0.29253731343283584,0.29253731343283584,62.546708993051155,56.17135412340024,rsu_covered_requests_only,670,0,30.262415754992986,32.901364359602994,75.72374289160915,29.752993580539105,26.709008157210082,25.250604984045466,279.5213422601584,123.61106751636036,167.0071881289437,341.15242688208735,165,31,474,670,196,165,31,474,0,474,163.15937149270485,30.0,39,17,2,800.0,1.9649516405888952,fallback: No module named 'cvxpy',heuristic,680,670,predicted_history_signal_no_proposed_feedback,False,thompson_hotspot,,,
7,0.22176092309522732,0.3037185929648241,thompson_sampling,Thompson Sampling,100,100,100,7,70,79,10,0.21304347826086956,0.3466981132075472,55.95207633848507,56.17135412340024,rsu_covered_requests_only,424,266,32.00774164424161,33.088874890564746,68.59264650045725,26.957941869646845,26.122036126231986,29.811764502338608,200.71679683774076,143.18091937064128,167.90886778936687,229.73267721516058,130,17,277,690,147,130,17,543,266,277,463.15937149270485,30.0,25,19,3,950.0,1.7905398758830133,fallback: No module named 'cvxpy',heuristic,680,690,predicted_history_signal_no_proposed_feedback,False,thompson_hotspot,,,
7,0.22176092309522732,0.3037185929648241,thompson_sampling,Thompson Sampling,100,100,100,8,80,89,10,0.20118343195266272,0.4121212121212121,50.06443564842416,56.17135412340024,rsu_covered_requests_only,330,346,33.69970655106963,29.760936268618533,62.409643274123184,25.353862418388797,29.528457738970356,41.47296612233153,147.71958768013062,177.36882721077532,107.5763531541051,142.40401968151792,93,43,194,676,136,93,43,540,346,194,763.1593714927048,30.0,21,23,0,200.0,1.6799516405888952,fallback: No module named 'cvxpy',heuristic,680,676,predicted_history_signal_no_proposed_feedback,False,thompson_hotspot,,,
7,0.22176092309522732,0.3037185929648241,thompson_sampling,Thompson Sampling,100,100,100,9,90,99,10,0.3289855072463768,0.33187134502923976,54.111713399418875,56.17135412340024,rsu_covered_requests_only,684,6,32.03600194885155,30.55307545624529,65.61252165009462,27.492506524686878,28.77711727612024,34.19661166765012,164.14195702687758,150.3202194060659,117.75505624715164,182.76512193091497,62,165,457,690,227,62,165,463,6,457,63.15937149270485,30.0,17,35,2,400.0,1.5881869347065425,fallback: No module named 'cvxpy',heuristic,680,690,predicted_history_signal_no_proposed_feedback,False,thompson_hotspot,,,
7,0.2658035955627927,0.35522446579102135,thompson_sampling,Thompson Sampling,150,150,150,0,0,9,10,0.10682492581602374,0.18508997429305912,63.404476111325586,54.0610693761531,rsu_covered_requests_only,389,285,26.23598409833143,33.6957773613999,70.74050494909012,34.39578483093004,25.299308564654787,27.453515100892215,239.5846007749242,66.53727709048671,174.89417892277368,262.8231904252775,25,47,317,674,72,25,47,602,285,317,365.03139717425427,30.0,16,25,6,650.0,1.4988235294117647,fallback: No module named 'cvxpy',heuristic,680,674,predicted_history_signal_no_proposed_feedback,False,thompson_hotspot,,,
