seed,average_chr,average_local_rsu_chr,method,method_label,model_name,agent_description,rsu_cache_capacity,mrsu_cache_capacity,frsu_cache_capacity,round,physical_tick_start,physical_tick_end,decision_interval_ticks,chr,local_rsu_chr,round_delay_ms,average_delay_ms,latency_scope,latency_request_count,excluded_not_covered_request_count,mrsu_average_delay_ms,frsu_average_delay_ms,mbs_average_delay_ms,mrsu_average_rate_mbps,frsu_average_rate_mbps,mbs_average_rate_mbps,average_service_distance_m,mrsu_average_distance_m,frsu_average_distance_m,mbs_average_distance_m,mrsu_latency_request_count,frsu_latency_request_count,mbs_latency_request_count,request_count,hit_count,mrsu_hit_count,frsu_hit_count,mbs_miss_count,not_covered_count,not_cached_count,mrsu_position,mrsu_speed,mrsu_covered_count,frsu_covered_count,selected_hotspot_position,path_plan_status,path_plan_solver,decision_request_count,decision_request_source,evaluation_request_count,evaluation_request_source,cache_update_count
7,0.2894532668792581,0.3819202477739063,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),100,100,100,0,0,9,10,0.1632047477744807,0.2827763496143959,59.19961853482877,53.13039806386408,rsu_covered_requests_only,389,285,25.567554641761237,34.408445860154046,70.65336845880383,35.64363863980415,24.712133432494127,27.576076994652816,223.9839364922135,61.96091912873877,191.29524799301723,261.4408367241789,53,57,279,674,110,53,57,564,285,279,364.0580126364158,30.0,16,25,750.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,674,current_service_window_true_requests,9
7,0.2894532668792581,0.3819202477739063,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),100,100,100,1,10,19,10,0.07794117647058824,0.3419354838709677,46.51576905138427,53.13039806386408,rsu_covered_requests_only,155,525,32.846494698221726,23.632784234745277,54.250744678462205,26.00705050089125,37.179154318679885,58.450311792218066,70.57382656126349,159.72623600008504,24.973334141237014,33.49728354905165,46,7,102,680,53,46,7,627,525,102,664.0580126364158,30.0,12,12,900.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,680,current_service_window_true_requests,9
7,0.2894532668792581,0.3819202477739063,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),100,100,100,2,20,29,10,0.21542940320232898,0.2862669245647969,56.08283697048963,53.13039806386408,rsu_covered_requests_only,517,170,33.82859448155576,31.375401910909556,65.50727418230719,25.20025610217858,27.42882744269787,33.22097421225655,171.15001444109308,176.2067142252557,126.42248183046732,179.2405994317518,73,75,369,687,148,73,75,539,170,369,964.0580126364158,30.0,20,29,100.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,687,current_service_window_true_requests,9
7,0.2894532668792581,0.3819202477739063,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),100,100,100,3,30,39,10,0.30177514792899407,0.3177570093457944,51.02550856347931,53.13039806386408,rsu_covered_requests_only,642,34,29.44093187462643,27.838421456573784,61.535936524170104,29.714989879674807,33.69569431878163,44.91116392959517,122.18633995505535,96.37965204560471,99.2405125917344,133.38943759263915,79,125,438,676,204,79,125,472,34,438,260.2895133061163,26.231500669700605,21,43,250.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,676,current_service_window_true_requests,9
7,0.2894532668792581,0.3819202477739063,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),100,100,100,4,40,49,10,0.31130690161527164,0.4015151515151515,49.05904386709329,53.13039806386408,rsu_covered_requests_only,528,153,28.284315880418692,33.36980801570971,61.950453184755,31.618793785121166,26.081274434603955,44.506366313997965,130.2950365499321,88.47785633326784,175.18325401448075,140.5146294507358,147,65,316,681,212,147,65,469,153,316,520.5643222603416,14.109923581690111,30,38,450.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,681,current_service_window_true_requests,9
7,0.2894532668792581,0.3819202477739063,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),100,100,100,5,50,59,10,0.2631578947368421,0.39215686274509803,53.55543052804197,53.13039806386408,rsu_covered_requests_only,459,225,28.38109140993063,32.801127948158815,69.41672143966404,31.0277697998017,26.329473199056125,29.54421909857717,184.84969068399906,83.61701010493668,159.63295963687412,243.6220910978511,156,24,279,684,180,156,24,504,225,279,736.8940930054118,10.0,31,31,650.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,684,current_service_window_true_requests,9
7,0.2894532668792581,0.3819202477739063,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),100,100,100,6,60,69,10,0.2955223880597015,0.3944223107569721,58.15869105558863,53.13039806386408,rsu_covered_requests_only,502,168,28.428216833084292,29.868935218665523,77.3046149053226,31.07843353779535,30.48529503557789,24.447326691043532,259.6217572712938,85.70138983161912,123.26644468280902,367.2146527643887,152,46,304,670,198,152,46,472,168,304,936.8940930054118,10.0,32,17,850.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,670,current_service_window_true_requests,9
7,0.2894532668792581,0.3819202477739063,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),100,100,100,7,70,79,10,0.4260869565217391,0.4388059701492537,54.83911095413798,53.13039806386408,rsu_covered_requests_only,670,20,28.57046562034663,31.856350235274142,74.39144278032907,31.358274239717996,27.179586439008943,25.28004319760548,225.75082367539488,89.3746266232273,138.3117513969898,317.6782354676877,181,113,376,690,294,181,113,396,20,376,40.89409300541183,0.0,30,19,0.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,690,current_service_window_true_requests,9
7,0.2894532668792581,0.3819202477739063,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),100,100,100,8,80,89,10,0.40532544378698226,0.41960183767228176,51.56751686026541,53.13039806386408,rsu_covered_requests_only,653,23,28.479947001926664,27.72913458910024,68.48265127671448,31.03056763953704,32.02975781876561,32.26659968474663,168.48674068118916,85.77576344672043,77.48257718639118,230.75570587818558,161,113,379,676,274,161,113,402,23,379,225.6478529684333,22.419699202958284,29,23,200.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,676,current_service_window_true_requests,9
7,0.2894532668792581,0.3819202477739063,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),100,100,100,9,90,99,10,0.43478260869565216,0.4608294930875576,49.74387686679606,53.13039806386408,rsu_covered_requests_only,651,39,30.082529021275672,32.815620452028696,65.70749646547068,28.96656720316523,26.240860380271414,33.38409179002321,156.29727006780533,106.96050934205296,155.84330728752514,183.4245807219783,192,108,351,690,300,192,108,390,39,351,312.1128821894001,0.0,31,35,250.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,690,current_service_window_true_requests,9
7,0.3803872321090579,0.5035943267923062,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),150,150,150,0,0,9,10,0.22255192878338279,0.3856041131105398,54.712593644882595,48.40648573086684,rsu_covered_requests_only,389,285,25.469567662845026,34.7871805711126,70.3369492671709,36.582679215312105,24.399780220957627,27.85689850632383,207.27990543582274,66.94930227679342,200.0,256.38468214389775,80,70,239,674,150,80,70,524,285,239,367.3412204234122,30.0,16,25,750.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,674,current_service_window_true_requests,10
7,0.3803872321090579,0.5035943267923062,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),150,150,150,1,10,19,10,0.1338235294117647,0.5870967741935483,41.10644418184381,48.40648573086684,rsu_covered_requests_only,155,525,32.856208169252426,23.62743168856485,54.567644102376114,25.990579363364326,37.364479540193855,57.418950268699064,98.60216601635227,159.69514252775582,26.52512140124722,36.704969000420704,79,12,64,680,91,79,12,589,525,64,667.3412204234122,30.0,12,12,900.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,680,current_service_window_true_requests,10
7,0.3803872321090579,0.5035943267923062,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),150,150,150,2,20,29,10,0.3333333333333333,0.44294003868471954,50.655713256247445,48.40648573086684,rsu_covered_requests_only,517,170,33.74147496622757,31.418367736081862,65.08897593156803,25.260216750811463,27.390175965785048,33.63361116267961,162.16783683333603,173.84008298615217,127.29598934841256,172.60337521809063,107,122,288,687,229,107,122,458,170,288,967.3412204234122,30.0,19,29,100.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,687,current_service_window_true_requests,10
7,0.3803872321090579,0.5035943267923062,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),150,150,150,3,30,39,10,0.4334319526627219,0.45638629283489096,46.397586646612886,48.40648573086684,rsu_covered_requests_only,642,34,29.152651278645173,27.5644814432834,61.66723597087503,29.91456776274573,33.90285205615222,45.139551783186775,116.09966710831522,90.23348864739478,93.25828897942756,136.30733195437818,119,174,349,676,293,119,174,383,34,349,263.3412204234123,26.0,21,43,250.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,676,current_service_window_true_requests,10
7,0.3803872321090579,0.5035943267923062,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),150,150,150,4,40,49,10,0.3832599118942731,0.4943181818181818,46.13573877432483,48.40648573086684,rsu_covered_requests_only,528,153,28.232081154220598,33.11414375835126,62.46683477500964,31.78511435454254,26.51155508911663,43.354565526269006,128.49686259241224,88.55815912536478,172.18504604100676,147.49267099053324,197,64,267,681,261,197,64,420,153,267,523.3412204234123,14.0,30,38,450.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,681,current_service_window_true_requests,10
7,0.3803872321090579,0.5035943267923062,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),150,150,150,5,50,59,10,0.34210526315789475,0.5098039215686274,48.48876665562824,48.40648573086684,rsu_covered_requests_only,459,225,28.58923976581356,33.981970849095106,68.72888844066951,30.782686513572575,25.06924297733736,30.587317744265167,162.31640523259986,86.14904962917335,180.67011710304806,233.54867602903624,215,19,225,684,234,215,19,450,225,225,739.3412204234123,10.0,31,31,650.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,684,current_service_window_true_requests,10
7,0.3803872321090579,0.5035943267923062,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),150,150,150,6,60,69,10,0.3925373134328358,0.5239043824701195,51.53576719206536,48.40648573086684,rsu_covered_requests_only,502,168,28.710235602068444,29.91916178281217,76.43589682552647,30.70110208219835,30.237527208921414,25.86343899965486,218.447445174551,89.06715854567032,120.73329603216094,355.12263961587536,220,43,239,670,263,220,43,407,168,239,939.3412204234123,10.0,32,17,850.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,670,current_service_window_true_requests,10
7,0.3803872321090579,0.5035943267923062,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),150,150,150,7,70,79,10,0.5101449275362319,0.5253731343283582,50.769982929728144,48.40648573086684,rsu_covered_requests_only,670,20,28.344376000277798,32.09601818918846,74.08320129131921,31.92658003617385,26.914236893131076,25.69334106010184,205.1729498935723,87.94912437816035,142.1969708025087,313.0945292618378,224,128,318,690,352,224,128,338,20,318,43.341220423412324,0.0,30,19,0.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,690,current_service_window_true_requests,10
7,0.3803872321090579,0.5035943267923062,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),150,150,150,8,80,89,10,0.5251479289940828,0.5436447166921899,46.56227405880915,48.40648573086684,rsu_covered_requests_only,653,23,28.458859860152412,27.20714998743264,68.60306350894498,31.23615662363925,32.7949458236527,32.1882182262653,151.31620372019995,88.13031727324392,72.27216579099169,232.6013070965889,242,113,298,676,355,242,113,321,23,298,233.34122042341232,22.0,30,23,200.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,676,current_service_window_true_requests,10
7,0.3803872321090579,0.5035943267923062,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),150,150,150,9,90,99,10,0.527536231884058,0.5759493670886076,45.267733035770846,48.40648573086684,rsu_covered_requests_only,632,58,29.754519975543616,33.251943349955226,65.26781078659532,29.72581933577945,26.069921607510796,33.725173646217904,144.8536319498006,107.62795604665251,169.68229407046698,176.42710325873009,282,82,268,690,364,282,82,326,58,268,469.3412204234123,10.0,35,35,400.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,690,current_service_window_true_requests,10
7,0.4281734899816779,0.5691437487809635,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),200,200,200,0,0,9,10,0.2596439169139466,0.4498714652956298,52.09517094093929,45.89117411625488,rsu_covered_requests_only,389,285,25.416779758285713,34.78718057111258,70.32108491436253,36.64475930693579,24.399780220957624,27.86676405726725,199.1629641890089,67.27654950513151,200.0,256.1573549791927,93,82,214,674,175,93,82,499,285,214,369.6584938704028,30.0,16,25,750.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,674,current_service_window_true_requests,9
7,0.4281734899816779,0.5691437487809635,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),200,200,200,1,10,19,10,0.14411764705882352,0.632258064516129,40.5040221673616,45.89117411625488,rsu_covered_requests_only,155,525,32.87648883353753,23.831010568530925,54.72887505455115,25.966341539547063,37.478943810433286,56.743137496892174,109.29531478175002,159.93461275862512,30.92993753608263,38.07393802427702,91,7,57,680,98,91,7,582,525,57,669.6584938704028,30.0,12,12,850.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,680,current_service_window_true_requests,9
7,0.4281734899816779,0.5691437487809635,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),200,200,200,2,20,29,10,0.37700145560407566,0.5009671179883946,48.578435970970204,45.89117411625488,rsu_covered_requests_only,517,170,33.605486106391204,31.390186715229607,64.79434810626579,25.377389397771957,27.41116556210853,33.900486492860416,157.61519977778093,170.9054086208474,126.59463100952678,167.97459210339346,121,138,258,687,259,121,138,428,170,258,969.6584938704028,30.0,19,29,100.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,687,current_service_window_true_requests,9
7,0.4281734899816779,0.5691437487809635,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),200,200,200,3,30,39,10,0.48372781065088755,0.5093457943925234,44.47026223867575,45.89117411625488,rsu_covered_requests_only,642,34,28.86705852780698,27.380021481077126,61.54593368040858,30.299109988121494,34.22238054025701,45.375516918167136,111.76961381304407,86.79022604929631,92.19464152536243,134.50941863906704,141,186,315,676,327,141,186,349,34,315,265.6584938704027,26.0,21,43,250.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,676,current_service_window_true_requests,9
7,0.4281734899816779,0.5691437487809635,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),200,200,200,4,40,49,10,0.43759177679882527,0.5643939393939394,43.72862263890419,45.89117411625488,rsu_covered_requests_only,528,153,28.393379135322775,34.5293866833479,61.86367513214606,31.5524843066795,24.722116806389796,44.891081446904764,124.54946628891486,90.03997507039162,194.27992560508284,139.8026471513714,233,65,230,681,298,233,65,383,153,230,525.6584938704027,14.0,31,38,450.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,681,current_service_window_true_requests,9
7,0.4281734899816779,0.5691437487809635,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),200,200,200,5,50,59,10,0.38742690058479534,0.5849889624724062,45.64983920058808,45.89117411625488,rsu_covered_requests_only,453,231,28.683973042115248,33.8730272554212,68.92965986595652,30.54341517585215,25.154353697368933,30.22580005810387,153.41837219309792,86.43431150677615,178.254792616789,236.60403717365634,242,23,188,684,265,242,23,419,231,188,731.7075306479865,8.341506129597292,30,31,650.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,684,current_service_window_true_requests,9
7,0.4281734899816779,0.5691437487809635,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),200,200,200,6,60,69,10,0.4134328358208955,0.5607287449392713,49.24639374989867,45.89117411625488,rsu_covered_requests_only,494,176,28.018848122312928,29.12633897093787,76.12895376464064,32.0100802308082,31.309885470217154,26.05781312271329,202.87591196663666,83.04685830962747,110.63716707534535,350.49736309489197,235,42,217,670,277,235,42,393,176,217,915.1225919439594,8.341506129597292,30,17,850.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,670,current_service_window_true_requests,9
7,0.4281734899816779,0.5691437487809635,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),200,200,200,7,70,79,10,0.5695652173913044,0.5918674698795181,47.872610733468825,45.89117411625488,rsu_covered_requests_only,664,26,28.49785523409122,31.857481444565877,74.23398062936899,31.01289996571737,27.196916293560037,25.446296784839337,190.262942581455,85.01565848432146,138.7065338534521,315.153939254869,253,140,271,690,393,253,140,297,26,271,50.5376532399323,0.3415061295972919,29,19,0.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,690,current_service_window_true_requests,9
7,0.4281734899816779,0.5691437487809635,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),200,200,200,8,80,89,10,0.5976331360946746,0.6186830015313936,43.546998691551586,45.89117411625488,rsu_covered_requests_only,653,23,28.21694496302065,27.241046909049498,68.93720049657445,31.519709841204772,32.743166168544036,31.773445004359704,140.66417489438078,85.03713464760071,72.55845370660332,237.53369354462498,272,132,249,676,404,272,132,272,23,249,242.92819614711334,22.0,30,23,200.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,676,current_service_window_true_requests,9
7,0.4281734899816779,0.5691437487809635,da_elc_model_deepseek_v4_flash,DA-ELC w/ deepseek-v4-flash,deepseek-v4-flash,llm_tool_agent (deepseek-v4-flash),200,200,200,9,90,99,10,0.6115942028985507,0.6677215189873418,42.336286252510554,45.89117411625488,rsu_covered_requests_only,632,58,30.159328915849645,34.27584719238232,65.51240906117602,29.596216172369505,24.845385540813115,33.52759216125747,144.88320224839725,116.34237530474569,185.9054776637272,180.373984222341,356,66,210,690,422,356,66,268,58,210,478.92819614711334,10.0,36,35,400.0,fallback: No module named 'cvxpy',heuristic,680,predicted_history_signal,690,current_service_window_true_requests,9
